region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_c,f_o,f_m,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
25,com_full_025_ccco,com,full,cccy,ccco,0.75,0.25,0.0,0.75,0.25,0.0,0.125,0.21650635094610965,#6bb5ac,0.42058823529411765,0.707843137254902,0.6725490196078432,68.71019047163973,-25.032710154815952,-2.6037191005717997,"[[0.175, 0.15877132402714708], [0.20833333333333334, 0.21650635094610968], [0.14583333333333334, 0.2525907427704613], [0.11249999999999999, 0.1948557158514987]]",6,5,5,full,711,5628,2390,726,711,726,1.0,0.65,0.65,8,98.0,19.04902864830379,15,0.02066115702479339,#9999aa,0.6,0.6,0.6666667,63.65759178245317,3.3075332977065552,-9.83048336740584,63.45406453208199,3.4822070924797406,-7.1232285278448275,24.790269067314206,29.68036849890183,7.567615138940134,14.16495763189306,4.097337939919292,288.59586461124377,10.371990153884667,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
26,com_full_026_cccco,com,full,ccccy,cccco,0.8,0.2,0.0,0.8,0.2,0.0,0.1,0.17320508075688773,#61b8b5,0.3819607843137255,0.7231372549019608,0.7105882352941177,69.71997196396055,-26.967901962533347,-6.5004972507528125,"[[0.16666666666666669, 0.11547005383792511], [0.175, 0.15877132402714705], [0.11249999999999999, 0.19485571585149866], [0.09166666666666666, 0.15877132402714705]]",6,5,5,full,261,3927,1662,267,261,267,1.0,0.65,0.65,8,98.0,15.649645873837287,6,0.02247191011235955,#8da0c3,0.5529412,0.627451,0.7647059,65.17203683474207,0.2652964110395062,-19.102706932910273,64.18368075870075,2.378731862069758,-18.775057252557474,21.375634447822936,30.350395326371185,4.344372825010917,13.69230062671977,4.43469441215703,270.79566668687295,19.104549048600145,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
27,com_full_027_ccccco,com,full,cccccy,ccccco,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.08333333333333333,0.14433756729740643,#5bbbbc,0.3562091503267974,0.7333333333333333,0.7359477124183007,70.43433600928462,-27.997070577618743,-9.015943147154438,"[[0.16666666666666663, 0.0962250448649376], [0.16666666666666663, 0.11547005383792514], [0.09166666666666666, 0.15877132402714705], [0.041666666666666664, 0.07216878364870322], [0.08333333333333333, 0.048112522432468816]]",6,5,5,full,1463,8837,3751,1493,1463,1493,1.0,0.65,0.65,8,98.0,20.052600962393033,30,0.020093770931011386,#8aa1c4,0.5411765,0.6313726,0.76862746,65.20421820410789,-1.138381792730514,-19.56283926436968,64.91281160658679,0.6374584298098868,-16.953274266813075,20.02684474718212,29.32542093827192,3.776505775454602,17.268140130406266,5.73939043190185,266.6696551772489,19.595933077799188,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
28,com_full_028_c,com,full,c,c,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,#3ac8dc,0.22745098039215686,0.7843137254901961,0.8627450980392157,74.42655654335444,-30.326087604312878,-20.705156122725967,"[[0.08333333333333333, 0.048112522432468816], [0.041666666666666664, 0.07216878364870322], [0.0, 0.0], [0.08333333333333333, 0.0]]",6,5,5,full,629,4736,2034,642,629,642,1.0,0.65,0.65,8,98.0,1.2310228082875718,13,0.020249221183800622,#7eabe7,0.49411765,0.67058825,0.90588236,69.02937479548196,0.9547009081423696,-35.22758432437736,68.8849725064783,0.9685954449186154,-35.127669755815674,19.773175921556373,34.90728035313894,0.3569873103571518,0.9356036567953351,0.3006534936115825,271.5523899217335,35.24051859940664,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
29,com_full_029_cmco,com,full,cmcy,cmco,0.5,0.25,0.25,0.5,0.25,0.25,0.375,0.21650635094610965,#8e899a,0.5549019607843138,0.5362745098039216,0.603921568627451,57.903950012013,5.237220517828267,-8.527671184022957,"[[0.44166666666666676, 0.20688384645961588], [0.45, 0.23094010767585005], [0.4249999999999999, 0.27424137786507224], [0.4, 0.2790526301083191], [0.31666666666666676, 0.23094010767585027], [0.3583333333333334, 0.1587713240271471]]",6,5,5,full,2125,10915,4599,2169,2125,2169,1.0,0.65,0.65,8,98.0,15.449106722754227,44,0.02028584601198709,#ab8997,0.67058825,0.5372549,0.5921569,60.527581470742476,14.922500372446246,-3.2164278892234055,60.39754816071511,14.666882247991179,-2.2585214189678147,10.363123137126347,11.353298781854416,5.440853032140255,9.937593508188865,3.0033606571184253,347.8364323971467,15.265203101571641,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
30,com_full_030_ccmco,com,full,ccmcy,ccmco,0.6,0.2,0.2,0.6,0.2,0.2,0.30000000000000004,0.17320508075688773,#7d95a7,0.4894117647058824,0.5858823529411765,0.655686274509804,60.57200112627483,-4.51967332892872,-12.189395831391693,"[[0.34166666666666673, 0.09141379262169073], [0.3583333333333334, 0.15877132402714716], [0.31666666666666676, 0.23094010767585027], [0.24999999999999997, 0.2501851166488378], [0.23333333333333336, 0.23094010767585035], [0.31666666666666665, 0.08660254037844387]]",6,5,5,full,2335,12474,5258,2383,2335,2383,1.0,0.65,0.65,8,98.0,17.217998246963,48,0.020142677297524128,#9b8fad,0.60784316,0.56078434,0.6784314,61.28787887605979,9.07021460971691,-14.48972514391469,61.3016211600522,8.859532793244487,-12.238053345556308,16.100225305892494,13.801777062524799,6.170672599754984,11.887535890421873,3.246219046377939,302.045562350109,17.094470679506742,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
31,com_full_031_cccmco,com,full,cccmcy,cccmco,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.14433756729740643,#729eb0,0.44575163398692813,0.6189542483660131,0.6901960784313724,62.57939278575675,-10.310824789095896,-14.204101062166075,"[[0.22499999999999992, 0.07216878364870322], [0.29166666666666674, 0.0721687836487032], [0.3166666666666667, 0.08660254037844384], [0.23333333333333334, 0.2309401076758503], [0.20833333333333331, 0.21650635094610965], [0.175, 0.1587713240271471], [0.16666666666666666, 0.11547005383792512], [0.16666666666666666, 0.09622504486493762], [0.1833333333333334, 0.0866025403784438]]",6,5,5,full,4082,17181,7287,4165,4082,4165,1.0,0.65,0.65,8,98.0,17.864046696190275,83,0.01992797118847539,#9495b8,0.5803922,0.58431375,0.72156864,62.35098815771515,6.19579423129446,-18.694206187627604,62.03350808076896,6.484889796900705,-16.3827240894082,16.893466329411716,17.107942137969705,5.623824891713278,13.448073655893262,3.8144739655254005,288.33667192299197,19.694192320125136,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
32,com_full_032_cccccm,com,full,cccccm,cccccm,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666,0.0,#51abd0,0.31699346405228757,0.6699346405228758,0.8169934640522877,66.03760492781542,-15.722572041625526,-27.095443691372466,"[[0.18333333333333338, 0.08660254037844385], [0.16666666666666669, 0.09622504486493762], [0.08333333333333334, 0.04811252243246881], [0.08333333333333333, 0.0], [0.18333333333333335, 0.0]]",6,5,5,full,1835,8825,3803,1873,1835,1873,1.0,0.65,0.65,8,98.0,7.643135378438912,38,0.0202883075280299,#7fa2de,0.49803922,0.63529414,0.87058824,66.05704891551973,3.374098771285472,-34.486792024429306,65.26562413084497,4.755956806475569,-34.8183632348567,12.627438235719763,20.47718839064403,1.8328575409600398,6.432977013195731,2.0329898447683115,275.5878871694298,34.65145547671311,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
33,com_full_033_ccccm,com,full,ccccm,ccccm,0.8,0.0,0.2,0.8,0.0,0.2,0.2,0.0,#55a5ce,0.33490196078431367,0.6470588235294118,0.807843137254902,64.41427157262386,-12.44504966424509,-28.289394293942706,"[[0.225, 0.07216878364870322], [0.18333333333333338, 0.08660254037844384], [0.18333333333333335, 0.0], [0.22499999999999998, 0.0]]",6,5,5,full,511,3896,1686,520,511,520,1.0,0.65,0.65,8,98.0,7.332124465643029,9,0.01730769230769231,#7e9fdc,0.49411765,0.62352943,0.8627451,65.15791209046651,4.107150528880943,-34.64891779572985,64.52736662023862,5.115760088126602,-34.88225465370521,10.941096345353838,17.74744690435449,2.0454560487328717,5.829924517220877,1.8429703951744543,276.7600793168358,34.89149165458725,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
34,com_full_034_cccm,com,full,cccm,cccm,0.75,0.0,0.25,0.75,0.0,0.25,0.25,0.0,#5c9ccb,0.36176470588235293,0.6127450980392157,0.7941176470588236,62.02760964894165,-7.296634181354344,-30.004299401504532,"[[0.2916666666666667, 0.07216878364870322], [0.22499999999999998, 0.0721687836487032], [0.22499999999999998, 0.0], [0.29166666666666674, 0.0]]",6,5,5,full,1097,5662,2449,1120,1097,1120,1.0,0.65,0.65,8,98.0,6.734512936058136,23,0.020535714285714286,#819edb,0.5058824,0.61960787,0.85882354,65.19613734568445,6.053196866590005,-34.026727519232146,63.80413127781586,7.099013571583245,-34.601361657048045,9.34685164027682,14.298163684052957,1.9680196595875703,5.809819515899283,1.9369103848090343,280.0871282995804,34.560951635824,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
35,com_full_035_ccm,com,full,ccm,ccm,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,#688ec5,0.40653594771241824,0.5555555555555556,0.7712418300653595,58.21165026866812,1.8861516758218455,-32.60539208245304,"[[0.3666666666666667, 0.07698003589195004], [0.3416666666666667, 0.0914137926216907], [0.31666666666666665, 0.08660254037844384], [0.2916666666666667, 0.07216878364870323], [0.2916666666666667, 0.0], [0.3666666666666667, 0.0]]",6,5,5,full,1501,7373,3143,1532,1501,1532,1.0,0.65,0.65,8,98.0,6.353827717865724,31,0.020234986945169713,#8195d5,0.5058824,0.58431375,0.8352941,62.54420692066917,8.770065239528668,-34.65801894188674,62.049204861269594,9.11755927682372,-34.740604215163096,5.8007109231063465,8.388837232862128,2.4405395453937992,5.181808769140481,1.5475911231810588,284.2003701157852,35.75041707843097,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
36,com_full_036_cmcmco,com,full,cmcmcy,cmcmco,0.5,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.41666666666666663,0.14433756729740643,#8981a4,0.5352941176470588,0.5045751633986928,0.6444444444444445,55.66609376285899,10.471183038070597,-17.88782560846689,"[[0.44999999999999996, 0.06735753140545633], [0.4833333333333334, 0.08660254037844393], [0.44166666666666676, 0.20688384645961588], [0.3583333333333334, 0.1587713240271471], [0.3416666666666667, 0.09141379262169072], [0.3666666666666667, 0.07698003589195006]]",6,5,5,full,3475,14908,6328,3546,3475,3546,1.0,0.65,0.65,8,98.0,17.384106016809806,71,0.02002256063169769,#9b88a9,0.60784316,0.53333336,0.6627451,59.894126293616935,14.998749064360384,-17.254134215330442,59.662421726964105,14.906339272955702,-13.943254631417915,5.440905042397003,6.227092257650926,5.077357910824438,12.633282071145555,3.7174674377931525,310.9999224864122,22.861925138016883,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
37,com_full_037_ccmcm,com,full,ccmcm,ccmcm,0.6,0.0,0.4,0.6,0.0,0.4,0.4,0.0,#7182c0,0.4423529411764706,0.5098039215686275,0.7529411764705883,55.346614328532084,9.718729906051603,-34.38506179838539,"[[0.44999999999999996, 0.06735753140545633], [0.3666666666666667, 0.07698003589195006], [0.3666666666666667, 0.0], [0.44999999999999996, 0.0]]",6,5,5,full,1443,7066,3035,1473,1443,1473,1.0,0.65,0.65,8,98.0,5.825603537400625,30,0.020366598778004074,#848ccf,0.5176471,0.54901963,0.8117647,60.33278132151598,12.505580657568682,-34.921896224660685,60.433560517635044,11.951623918205096,-34.62412952416931,4.862945419051084,5.737298109248613,3.0017473889866615,4.603157620521999,1.2457416633451337,289.70251806098935,37.093508643816996,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
38,com_full_038_cm,com,full,cm,cm,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#7e71b9,0.496078431372549,0.4411764705882353,0.7254901960784315,51.467797581737514,22.037982855022285,-36.3763344153146,"[[0.55, 0.06735753140545635], [0.5166666666666666, 0.08660254037844395], [0.4833333333333334, 0.08660254037844395], [0.44999999999999996, 0.06735753140545636], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,5,5,full,2106,9438,4022,2149,2106,2149,1.0,0.65,0.65,8,98.0,4.019034227533451,43,0.020009306654257795,#8c87ca,0.54901963,0.5294118,0.7921569,59.04870162633097,16.93433393094712,-33.8481848196775,59.12273150664327,16.959333773807675,-33.81013384577631,7.562873395659488,9.482029258100136,1.4311605160004282,2.8657353256573463,0.873130618178577,296.578918388364,37.84800234189215,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
39,com_full_039_cmcmo,com,full,cmcmy,cmcmo,0.4,0.2,0.4,0.4,0.2,0.4,0.5,0.17320508075688773,#987299,0.5968627450980393,0.44862745098039214,0.6007843137254902,53.08820030141801,21.77124570841016,-15.209303921149742,"[[0.5166666666666666, 0.08660254037844392], [0.5583333333333332, 0.20688384645961583], [0.5499999999999999, 0.23094010767585013], [0.45000000000000007, 0.23094010767585016], [0.44166666666666676, 0.20688384645961586], [0.4833333333333334, 0.08660254037844392]]",6,5,5,full,3055,13607,5763,3118,3055,3118,1.0,0.65,0.65,8,98.0,15.559210358032724,63,0.020205259781911483,#a784a4,0.654902,0.5176471,0.6431373,59.23401517568669,19.031623345065583,-10.446963889104687,59.587375879166075,19.113750502019503,-9.24018144513118,6.405293374152188,8.24357044873996,6.605289530342371,11.720761463083829,3.281661545279851,331.23644647844213,21.71040629856343,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
40,com_full_040_cmcmm,com,full,cmcmm,cmcmm,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#8c5fb2,0.5498039215686275,0.37254901960784315,0.6980392156862746,48.249788201706025,34.528231343394225,-37.28959296890542,"[[0.6333333333333333, 0.07698003589195006], [0.55, 0.06735753140545635], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,5,5,full,1431,7059,3008,1459,1431,1459,1.0,0.65,0.65,8,98.0,7.511241669179899,28,0.019191226867717615,#9381c4,0.5764706,0.5058824,0.76862746,57.45726382507263,19.559306360628803,-32.77443247866647,57.832673222784386,21.54032940212254,-32.92022113450078,11.426895879985945,18.144778773717906,3.3264801941931226,6.588952203297033,1.9255873845562428,300.8281403552932,38.167131010957604,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
41,com_full_041_cmm,com,full,cmm,cmm,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#9553ad,0.5856209150326798,0.32679738562091504,0.6797385620915034,46.564317820141355,42.571600369637416,-37.144930571146006,"[[0.7083333333333331, 0.07216878364870336], [0.6833333333333338, 0.08660254037844362], [0.6583333333333332, 0.09141379262169061], [0.6333333333333334, 0.07698003589195007], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,5,5,full,1513,7429,3150,1543,1513,1543,1.0,0.65,0.65,8,98.0,9.481324078719977,30,0.019442644199611146,#9b7bc0,0.60784316,0.48235294,0.7529412,56.77559952966,25.45294056953995,-32.02596039177492,57.2318974072564,25.832514244737833,-32.0292119934468,12.31061077525573,20.57966576987861,3.23724307633117,5.902985360350732,1.6848288547916754,308.47625990155586,40.90860939523695,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
42,com_full_042_cmcmom,com,full,cmcmym,cmcmom,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.5,0.5833333333333334,0.14433756729740643,#9f6499,0.6248366013071895,0.39019607843137255,0.5986928104575164,50.35069827590999,32.62795871477764,-18.992928435157207,"[[0.6583333333333332, 0.09141379262169057], [0.6416666666666665, 0.15877132402714716], [0.5583333333333332, 0.20688384645961586], [0.5166666666666666, 0.0866025403784439], [0.55, 0.06735753140545633], [0.6333333333333334, 0.07698003589195007]]",6,5,5,full,3518,14875,6382,3588,3518,3588,1.0,0.65,0.65,8,98.0,19.496993659364705,70,0.01950947603121516,#af80aa,0.6862745,0.5019608,0.6666667,59.62876143021808,23.271123120230996,-14.965112578048622,59.22436537006389,25.413135618775254,-10.500063149665296,9.75075963324377,13.7788290074839,6.159154166233112,16.40016440172576,4.8354667444368555,327.2558812680687,27.66766643124459,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
43,com_full_043_cmmm,com,full,cmmm,cmmm,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#a145a8,0.6303921568627451,0.2696078431372549,0.6568627450980393,45.06263653556892,51.86511691404066,-35.97102947994762,"[[0.7750000000000006, 0.07216878364870336], [0.7083333333333333, 0.07216878364870336], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,5,5,full,1067,5699,2402,1088,1067,1088,1.0,0.65,0.65,8,98.0,9.688020085638021,21,0.019301470588235295,#a872bc,0.65882355,0.44705883,0.7372549,56.05261546843771,34.10854464093999,-30.26293213232716,57.107850834665776,32.69265312604232,-30.06799886027173,12.535831904451387,21.648507365743697,3.0198637337995087,6.382564100603518,2.0545655029403114,318.4188403119494,45.598660931751446,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
44,com_full_044_cmmmm,com,full,cmmmm,cmmmm,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#a83ca4,0.6572549019607843,0.23529411764705882,0.6431372549019609,44.510929531904225,56.86520806107603,-34.69393627011521,"[[0.8166666666666662, 0.08660254037844367], [0.7750000000000006, 0.07216878364870337], [0.7750000000000006, 0.0], [0.8166666666666663, 0.0]]",6,5,5,full,514,3913,1698,525,514,525,1.0,0.65,0.65,8,98.0,8.331248345473151,11,0.02095238095238095,#b06fba,0.6901961,0.43529412,0.7294118,56.08744562716541,37.922272987850306,-28.69183823084431,56.80543408387041,37.29981472602851,-28.660302678818635,13.034027628695332,22.997297557872013,3.2040588788488584,7.4354275235312155,2.1409336744956984,322.88899819827657,47.55334236023773,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
45,com_full_045_cmmmmm,com,full,cmmmmm,cmmmmm,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334,0.0,#ac36a2,0.6751633986928104,0.2124183006535948,0.6339869281045752,44.29329499365149,59.912836127730685,-33.59685277421012,"[[0.8333333333333333, 0.0962250448649377], [0.8166666666666662, 0.0866025403784437], [0.8166666666666663, 0.0], [0.9166666666666666, 0.0], [0.9166666666666666, 0.048112522432468836]]",6,5,5,full,1770,8830,3737,1806,1770,1806,1.0,0.65,0.65,8,98.0,9.39224754448783,36,0.019933554817275746,#b86bb7,0.72156864,0.41960785,0.7176471,56.483944149906904,42.172595972081695,-26.64841329423828,57.32958561058466,40.41067215669964,-26.76335322841362,13.2937822361519,22.61877226636855,2.4731783806309524,7.463295485686172,2.2907634553125424,327.71164493883975,49.886529064718225,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
46,com_full_046_m,com,full,m,m,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#c31996,0.7647058823529411,0.09803921568627451,0.5882352941176471,44.94517938493525,71.41561872915153,-25.286338363609783,"[[0.9166666666666667, 0.048112522432468885], [0.9166666666666667, 0.0], [1.0, 0.0], [0.9583333333333334, 0.07216878364870329]]",6,5,5,full,636,4763,2037,649,636,649,1.0,0.65,0.65,8,98.0,1.84442793627583,13,0.020030816640986132,#e569ab,0.8980392,0.4117647,0.67058825,61.39924758396238,55.1357516981999,-12.281199463972992,61.39459853028885,55.18847783506668,-12.285354132146983,17.0453720155625,26.550029541274487,0.7161695116608676,1.443164211913847,0.44659988928826605,347.4426654568682,56.48698058490508,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
47,com_full_047_cmom,com,full,cmym,cmom,0.25,0.25,0.5,0.25,0.25,0.5,0.625,0.21650635094610965,#b05d89,0.6892156862745098,0.3647058823529412,0.5352941176470589,50.48009898184378,39.028994100882954,-9.020933606827807,"[[0.6833333333333332, 0.23094010767585077], [0.6000000000000006, 0.27905263010831916], [0.575, 0.2742413778650722], [0.5499999999999999, 0.23094010767585016], [0.5583333333333332, 0.20688384645961583], [0.6416666666666664, 0.1587713240271472]]",6,5,5,full,2158,10929,4667,2203,2158,2203,1.0,0.65,0.65,8,98.0,21.967600498404202,45,0.020426690876078075,#be7b8f,0.74509805,0.48235294,0.56078434,59.72143032050547,29.104030107081403,-1.291774409051949,59.45499924113359,29.38947063386842,-0.9071165461741068,10.368719469289491,15.609196555036105,7.181560314678385,12.775671349243922,3.900101899068208,357.45861048438195,29.13268352894704,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
48,com_full_048_cmmom,com,full,cmmym,cmmom,0.2,0.2,0.6,0.2,0.2,0.6,0.7,0.17320508075688773,#b44f8b,0.7043137254901961,0.31137254901960787,0.5458823529411766,48.48281448955893,47.585646164679694,-13.585803872340009,"[[0.766666666666667, 0.23094010767584996], [0.7499999999999998, 0.25018511664883825], [0.6833333333333333, 0.23094010767585071], [0.6416666666666665, 0.15877132402714722], [0.6583333333333332, 0.0914137926216906], [0.6833333333333339, 0.08660254037844359]]",6,5,5,full,2404,12543,5334,2454,2404,2454,1.0,0.65,0.65,8,98.0,14.814055740601331,50,0.020374898125509373,#c17395,0.75686276,0.4509804,0.58431375,58.849075466378935,35.221427508824064,-6.164795341749462,59.307269295112306,33.28258612632009,-2.562020325112706,11.303238399668698,17.75963505313235,6.275573672084073,11.888830618733833,3.2925159763371585,350.07210424858937,35.756868673934584,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
49,com_full_049_cmmmom,com,full,cmmmym,cmmmom,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.75,0.14433756729740643,#b6468d,0.7143790849673203,0.2758169934640523,0.5529411764705884,47.38257750587222,52.825809017514935,-16.30061909805207,"[[0.8250000000000003, 0.1587713240271464], [0.7916666666666666, 0.21650635094610957], [0.7666666666666672, 0.2309401076758499], [0.6833333333333339, 0.08660254037844357], [0.7083333333333331, 0.07216878364870336], [0.7750000000000006, 0.07216878364870336], [0.8166666666666662, 0.08660254037844367], [0.8333333333333333, 0.09622504486493769], [0.8333333333333333, 0.11547005383792629]]",6,5,5,full,4070,17158,7257,4154,4070,4154,1.0,0.65,0.65,8,98.0,12.893341875166218,84,0.020221473278767454,#c57399,0.77254903,0.4509804,0.6,59.26593644869263,38.84329965378808,-7.248176550245611,59.432027946429436,36.84188506683023,-4.612985721328627,12.865464022657129,20.46146387607582,7.048081985836909,10.88999124712051,3.1029685522102524,349.43014373330675,39.51376964170216,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4551com.tif,DSC_4551com.tif,DSC_4551,com,capture_number,4551,c,o,m,CMY+OVG,full__com__DSC_4551com,0.5462822458270106
