region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_k,f_c,f_m,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
24,kcm_full_024_kmkckc,kcm,full,cmcycy,kmkckc,0.5,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.28867513459481287,#3e516c,0.24248366013071895,0.31699346405228757,0.42483660130718953,33.916720895803245,0.5319156291485605,-18.171181575240503,"[[0.31666666666666676, 0.23094010767585027], [0.4000000000000001, 0.2790526301083191], [0.31666666666666676, 0.3752776749732568], [0.2833333333333334, 0.3560326660002692], [0.24999999999999994, 0.279052630108319], [0.24999999999999994, 0.2501851166488378]]",6,5,5,full,3376,14988,6373,3443,3376,3422,0.9939006680220738,0.65,0.65,8,98.0,5.568472534940141,67,0.019459773453383677,#373a42,0.21568628,0.22745098,0.25882354,24.296196406567347,0.6270903929825322,-5.247683174420703,23.9905830706907,0.8275509108371983,-5.122233238802113,11.293529837451363,16.111497776421977,1.8430163862054434,3.8990840311529524,1.1873854595122977,276.81444714183,5.285018548696791,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4544kcm.tif,DSC_4544kcm.tif,DSC_4544,kcm,capture_number,4544,k,c,m,CMY+neutral,full__kcm__DSC_4544kcm,0.5469462169553327
25,kcm_full_025_kkkc,kcm,full,cccy,kkkc,0.75,0.25,0.0,0.75,0.25,0.0,0.125,0.21650635094610965,#1e4146,0.11568627450980393,0.2549019607843137,0.27450980392156865,25.232534499737326,-11.122406133232593,-6.97332034231124,"[[0.175, 0.15877132402714708], [0.20833333333333334, 0.21650635094610968], [0.14583333333333334, 0.2525907427704613], [0.11249999999999999, 0.1948557158514987]]",6,5,5,full,736,5670,2441,751,736,179,0.23834886817576564,0.65,0.65,8,98.0,5.239724635861713,15,0.019973368841544607,#37393d,0.21568628,0.22352941,0.23921569,23.81158312498134,0.2856314600410692,-2.7831356480544245,24.22022473955405,0.24456000638573844,-2.9855186952136803,12.601441806497744,12.236015377194903,1.7756324602281086,3.2099458612846155,1.0438908809460719,275.85971421906373,2.797754343475587,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4544kcm.tif,DSC_4544kcm.tif,DSC_4544,kcm,capture_number,4544,k,c,m,CMY+neutral,full__kcm__DSC_4544kcm,0.5469462169553327
26,kcm_full_026_kkkkc,kcm,full,ccccy,kkkkc,0.8,0.2,0.0,0.8,0.2,0.0,0.1,0.17320508075688773,#1c383c,0.10823529411764705,0.21960784313725493,0.23529411764705882,21.563449518723758,-9.397080351688041,-5.825261967203166,"[[0.16666666666666669, 0.11547005383792511], [0.175, 0.15877132402714705], [0.11249999999999999, 0.19485571585149866], [0.09166666666666666, 0.15877132402714705]]",6,5,5,full,276,3957,1690,281,276,0,0.0,0.65,0.65,8,98.0,3.6440239644055077,5,0.017793594306049824,#353538,0.20784314,0.20784314,0.21960784,22.358117240489186,0.23268529075043398,-1.881135001922385,22.74193899163636,0.15752509444190507,-1.7975513259825864,11.1859143394201,10.436475489098767,1.5800445093258046,2.867270276491899,0.7732182359319588,277.0513327957924,1.8954712712117652,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4544kcm.tif,DSC_4544kcm.tif,DSC_4544,kcm,capture_number,4544,k,c,m,CMY+neutral,full__kcm__DSC_4544kcm,0.5469462169553327
27,kcm_full_027_kkkkkc,kcm,full,cccccy,kkkkkc,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.08333333333333333,0.14433756729740643,#1a3235,0.10326797385620916,0.19607843137254902,0.20915032679738563,19.07783393939586,-8.160479684978379,-5.0187367368481395,"[[0.16666666666666663, 0.0962250448649376], [0.16666666666666663, 0.11547005383792514], [0.09166666666666666, 0.15877132402714705], [0.041666666666666664, 0.07216878364870322], [0.08333333333333333, 0.048112522432468816]]",6,5,5,full,1472,8793,3770,1503,1472,74,0.049234863606121095,0.65,0.65,8,98.0,4.977510380272666,31,0.020625415834996674,#353537,0.20784314,0.20784314,0.21568628,22.16630980123383,0.6524575344670908,-1.7372383324102292,22.509518763852146,0.5666735956260007,-1.958910752519717,10.935481561969917,9.898220919002142,1.8588701684936737,3.358582066325233,0.9802809655349595,290.5847568480452,1.8557203070178299,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4544kcm.tif,DSC_4544kcm.tif,DSC_4544,kcm,capture_number,4544,k,c,m,CMY+neutral,full__kcm__DSC_4544kcm,0.5469462169553327
28,kcm_full_028_k,kcm,full,c,k,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,#141414,0.0784313725490196,0.0784313725490196,0.0784313725490196,6.318928745123017,-2.7236759098103747e-06,1.0894703639241499e-06,"[[0.08333333333333333, 0.048112522432468816], [0.041666666666666664, 0.07216878364870322], [0.0, 0.0], [0.08333333333333333, 0.0]]",6,5,5,full,629,4656,2035,642,629,0,0.0,0.65,0.65,8,98.0,2.7302554753062926,13,0.020249221183800622,#363434,0.21176471,0.20392157,0.20392157,22.03548723428534,0.8733647206889406,0.3118258120693884,21.96657417213531,0.8332617124365286,0.32104915889118785,10.333794149735672,15.743894565632758,0.858718239627349,1.7449621186478337,0.528873096807694,19.648578194546303,0.9273625355904802,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4544kcm.tif,DSC_4544kcm.tif,DSC_4544,kcm,capture_number,4544,k,c,m,CMY+neutral,full__kcm__DSC_4544kcm,0.5469462169553327
29,kcm_full_029_kmkc,kcm,full,cmcy,kmkc,0.5,0.25,0.25,0.5,0.25,0.25,0.375,0.21650635094610965,#494267,0.2872549019607843,0.2598039215686274,0.4019607843137255,30.20856639479205,11.915008877799227,-20.16099382261619,"[[0.44166666666666676, 0.20688384645961588], [0.45, 0.23094010767585005], [0.4249999999999999, 0.27424137786507224], [0.4, 0.2790526301083191], [0.31666666666666676, 0.23094010767585027], [0.3583333333333334, 0.1587713240271471]]",6,5,5,full,2167,10909,4669,2210,2167,2210,1.0,0.65,0.65,8,98.0,7.835485021359571,43,0.019457013574660634,#383a41,0.21960784,0.22745098,0.25490198,24.40565026895728,1.2278410856576827,-4.834362891740729,24.573498567923693,1.2505146655296018,-5.075609980773883,13.436838195434385,19.565147754927107,2.7240567333507335,4.792681620044273,1.5708016076816447,284.2507717807466,4.987851070417882,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4544kcm.tif,DSC_4544kcm.tif,DSC_4544,kcm,capture_number,4544,k,c,m,CMY+neutral,full__kcm__DSC_4544kcm,0.5469462169553327
30,kcm_full_030_kkmkc,kcm,full,ccmcy,kkmkc,0.6,0.2,0.2,0.6,0.2,0.2,0.30000000000000004,0.17320508075688773,#3f3956,0.2454901960784314,0.2235294117647059,0.33725490196078434,25.688597471196815,9.716522314270975,-16.59786291032661,"[[0.34166666666666673, 0.09141379262169073], [0.3583333333333334, 0.15877132402714716], [0.31666666666666676, 0.23094010767585027], [0.24999999999999997, 0.2501851166488378], [0.23333333333333336, 0.23094010767585035], [0.31666666666666665, 0.08660254037844387]]",6,5,5,full,2375,12536,5285,2424,2375,2071,0.8543729372937293,0.65,0.65,8,98.0,7.01644702432873,49,0.020214521452145213,#37383f,0.21568628,0.21960784,0.24705882,23.576843353719383,1.4452689224880022,-4.205951466812186,23.891191071836612,1.4622331237393607,-4.292746586768416,11.002464169105151,15.047677805816683,2.240394055000894,4.127841409234858,1.2905045536341588,288.9639884295774,4.447339654162835,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4544kcm.tif,DSC_4544kcm.tif,DSC_4544,kcm,capture_number,4544,k,c,m,CMY+neutral,full__kcm__DSC_4544kcm,0.5469462169553327
31,kcm_full_031_kkkmkc,kcm,full,cccmcy,kkkmkc,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.14433756729740643,#38334b,0.21764705882352942,0.19934640522875816,0.29411764705882354,22.610131472301553,8.206866088599496,-14.133147110534338,"[[0.22499999999999992, 0.07216878364870322], [0.29166666666666674, 0.0721687836487032], [0.3166666666666667, 0.08660254037844384], [0.23333333333333334, 0.2309401076758503], [0.20833333333333331, 0.21650635094610965], [0.175, 0.1587713240271471], [0.16666666666666666, 0.11547005383792512], [0.16666666666666666, 0.09622504486493762], [0.1833333333333334, 0.0866025403784438]]",6,5,5,full,4036,17042,7226,4119,4036,2369,0.5751395969895605,0.65,0.65,8,98.0,5.728646886807765,83,0.02015052197135227,#37363b,0.21568628,0.21176471,0.23137255,22.728263492781828,1.616008208018327,-3.301053098728124,23.048757176435185,1.528671601520982,-3.39680871156155,9.649704680021918,12.680205970601964,1.8540742935828087,3.7159299055473323,1.1062170595637955,296.0837464260376,3.6753821691091053,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4544kcm.tif,DSC_4544kcm.tif,DSC_4544,kcm,capture_number,4544,k,c,m,CMY+neutral,full__kcm__DSC_4544kcm,0.5469462169553327
32,kcm_full_032_kkkkkm,kcm,full,cccccm,kkkkkm,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666,0.0,#31152a,0.19281045751633985,0.08169934640522876,0.16339869281045752,11.63624231569353,17.798422254156065,-7.77458064449389,"[[0.18333333333333338, 0.08660254037844385], [0.16666666666666669, 0.09622504486493762], [0.08333333333333334, 0.04811252243246881], [0.08333333333333333, 0.0], [0.18333333333333335, 0.0]]",6,5,5,full,1751,8868,3731,1787,1751,18,0.010072747621712367,0.65,0.65,8,98.0,3.5930426660246515,36,0.020145495243424735,#353234,0.20784314,0.19607843,0.20392157,21.189153499834212,1.7737880560318442,-0.794498795380516,21.40219872872875,1.8000428385130143,-0.926527470273377,16.010871978811338,19.919050075144007,1.1551101359870322,2.6076070327675063,0.7909677555274113,335.8718778924884,1.9435926537169048,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4544kcm.tif,DSC_4544kcm.tif,DSC_4544,kcm,capture_number,4544,k,c,m,CMY+neutral,full__kcm__DSC_4544kcm,0.5469462169553327
33,kcm_full_033_kkkkm,kcm,full,ccccm,kkkkm,0.8,0.0,0.2,0.8,0.0,0.2,0.2,0.0,#37152e,0.2156862745098039,0.08235294117647059,0.1803921568627451,12.89747700743833,20.83245368117059,-8.924348843146014,"[[0.225, 0.07216878364870322], [0.18333333333333338, 0.08660254037844384], [0.18333333333333335, 0.0], [0.22499999999999998, 0.0]]",6,5,5,full,485,3887,1662,495,485,2,0.00404040404040404,0.65,0.65,8,98.0,3.087764107950492,10,0.020202020202020204,#353234,0.20784314,0.19607843,0.20392157,21.121242491536925,1.790479291540359,-0.9528221310518004,21.046077121659877,1.8719012333613623,-0.9498338214921348,17.1860616954165,22.22098885095838,1.0551612574603624,2.1147900729775806,0.6534092179155796,331.9798612188142,2.0282224007383807,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4544kcm.tif,DSC_4544kcm.tif,DSC_4544,kcm,capture_number,4544,k,c,m,CMY+neutral,full__kcm__DSC_4544kcm,0.5469462169553327
34,kcm_full_034_kkkm,kcm,full,cccm,kkkm,0.75,0.0,0.25,0.75,0.0,0.25,0.25,0.0,#401535,0.25,0.08333333333333333,0.20588235294117646,14.843923173616584,25.10403095001251,-10.486377606583396,"[[0.2916666666666667, 0.07216878364870322], [0.22499999999999998, 0.0721687836487032], [0.22499999999999998, 0.0], [0.29166666666666674, 0.0]]",6,5,5,full,1051,5734,2402,1072,1051,114,0.10634328358208955,0.65,0.65,8,98.0,5.852433562001498,21,0.01958955223880597,#343132,0.20392157,0.19215687,0.19607843,20.662014284187286,1.8142855830689253,-0.958654450851093,20.93798760964704,2.0222443174397147,-1.2204851548335616,18.58424799546499,25.827116214557318,1.5090793752708345,3.680413048082157,1.2466959354856337,332.14837395303675,2.0519869719538573,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4544kcm.tif,DSC_4544kcm.tif,DSC_4544,kcm,capture_number,4544,k,c,m,CMY+neutral,full__kcm__DSC_4544kcm,0.5469462169553327
35,kcm_full_035_kkm,kcm,full,ccm,kkm,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,#4e163f,0.3071895424836601,0.0849673202614379,0.24836601307189543,18.17887696112662,31.61544563181681,-12.762020079472592,"[[0.3666666666666667, 0.07698003589195004], [0.3416666666666667, 0.0914137926216907], [0.31666666666666665, 0.08660254037844384], [0.2916666666666667, 0.07216878364870323], [0.2916666666666667, 0.0], [0.3666666666666667, 0.0]]",6,5,5,full,1511,7372,3169,1542,1511,661,0.4286640726329442,0.65,0.65,8,98.0,5.329021344534916,31,0.020103761348897537,#373338,0.21568628,0.2,0.21960784,21.78373929752081,2.709686814261092,-2.5058164808436256,22.12205737715225,2.8816610275354075,-2.417869886580043,19.286485091834276,30.882481078106135,1.3007369446069972,3.1087982354092683,1.0471087045413279,317.23851181560207,3.690734190787513,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4544kcm.tif,DSC_4544kcm.tif,DSC_4544,kcm,capture_number,4544,k,c,m,CMY+neutral,full__kcm__DSC_4544kcm,0.5469462169553327
36,kcm_full_036_kmkmkc,kcm,full,cmcmcy,kmkmkc,0.5,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.41666666666666663,0.14433756729740643,#553461,0.33202614379084966,0.2026143790849673,0.3790849673202614,27.294682862148527,23.675646140107393,-20.860076476670287,"[[0.44999999999999996, 0.06735753140545633], [0.4833333333333334, 0.08660254037844393], [0.44166666666666676, 0.20688384645961588], [0.3583333333333334, 0.1587713240271471], [0.3416666666666667, 0.09141379262169072], [0.3666666666666667, 0.07698003589195006]]",6,5,5,full,3510,14987,6363,3582,3510,2998,0.836962590731435,0.65,0.65,8,98.0,6.467764290222829,72,0.020100502512562814,#35343a,0.20784314,0.20392157,0.22745098,21.994601031650987,2.1898328989589375,-3.8812989983191493,22.129514902223498,2.1241518900343466,-3.937806566876102,17.597394611645097,27.892829234461754,1.9660701906364781,3.6256995664648213,1.09625454565879,299.4317360925837,4.456439165939117,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4544kcm.tif,DSC_4544kcm.tif,DSC_4544,kcm,capture_number,4544,k,c,m,CMY+neutral,full__kcm__DSC_4544kcm,0.5469462169553327
37,kcm_full_037_kkmkm,kcm,full,ccmcm,kkmkm,0.6,0.0,0.4,0.6,0.0,0.4,0.4,0.0,#5a1648,0.3529411764705882,0.08627450980392157,0.2823529411764706,20.888609395991338,36.40138826130202,-14.369767690665302,"[[0.44999999999999996, 0.06735753140545633], [0.3666666666666667, 0.07698003589195006], [0.3666666666666667, 0.0], [0.44999999999999996, 0.0]]",6,5,5,full,1440,7061,3044,1468,1440,855,0.582425068119891,0.65,0.65,8,98.0,3.809407217725239,28,0.01907356948228883,#373237,0.21568628,0.19607843,0.21568628,21.501894677374217,3.0956695280170976,-2.512959858184538,21.557184593486518,3.073584592690516,-2.492383386623001,19.922256854049888,35.358604485378436,1.3749193944396665,2.702368804572549,0.805420283865746,320.9314756686114,3.987246803941343,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4544kcm.tif,DSC_4544kcm.tif,DSC_4544,kcm,capture_number,4544,k,c,m,CMY+neutral,full__kcm__DSC_4544kcm,0.5469462169553327
38,kcm_full_038_km,kcm,full,cm,km,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#6b1655,0.42156862745098034,0.08823529411764705,0.33333333333333337,24.972798904713585,43.063989836503616,-16.53866822562311,"[[0.55, 0.06735753140545635], [0.5166666666666666, 0.08660254037844395], [0.4833333333333334, 0.08660254037844395], [0.44999999999999996, 0.06735753140545636], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,5,5,full,2112,9410,4044,2156,2112,1327,0.615491651205937,0.65,0.65,8,98.0,4.37309083396772,44,0.02040816326530612,#343035,0.20392157,0.1882353,0.20784314,20.40835109251026,3.0328471557421466,-2.5428047921846164,20.62544574591125,3.0595441074868472,-2.6159445456055437,21.48574369799481,42.65220699336989,1.0658870301203462,2.0762147609028023,0.7123662369027886,320.02280222363936,3.9577794381761953,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4544kcm.tif,DSC_4544kcm.tif,DSC_4544,kcm,capture_number,4544,k,c,m,CMY+neutral,full__kcm__DSC_4544kcm,0.5469462169553327
39,kcm_full_039_kmkmc,kcm,full,cmcmy,kmkmc,0.4,0.2,0.4,0.4,0.2,0.4,0.5,0.17320508075688773,#623a70,0.38274509803921564,0.22745098039215686,0.43921568627450985,31.279128705777893,27.690333245042776,-24.322684307912958,"[[0.5166666666666666, 0.08660254037844392], [0.5583333333333332, 0.20688384645961583], [0.5499999999999999, 0.23094010767585013], [0.45000000000000007, 0.23094010767585016], [0.44166666666666676, 0.20688384645961586], [0.4833333333333334, 0.08660254037844392]]",6,5,5,full,3118,13631,5841,3182,3118,3182,1.0,0.65,0.65,8,98.0,9.448683501208079,64,0.02011313639220616,#3f3d49,0.24705882,0.23921569,0.28627452,26.187996361922576,3.784979689936546,-7.112167573693402,27.033277324872227,3.7777546172910816,-7.378836935483145,16.56014023985991,29.89293300089724,3.878403943572621,7.213323524308207,2.128527600057474,298.0211804803051,8.056612119838466,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4544kcm.tif,DSC_4544kcm.tif,DSC_4544,kcm,capture_number,4544,k,c,m,CMY+neutral,full__kcm__DSC_4544kcm,0.5469462169553327
40,kcm_full_040_kmkmm,kcm,full,cmcmm,kmkmm,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#7d1762,0.4901960784313725,0.09019607843137253,0.38431372549019616,29.045595891041245,49.26967652924896,-18.504774230581557,"[[0.6333333333333333, 0.07698003589195006], [0.55, 0.06735753140545635], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,5,5,full,1437,7050,3031,1466,1437,1466,1.0,0.65,0.65,8,98.0,6.806875124843305,29,0.019781718963165076,#433a45,0.2627451,0.22745098,0.27058825,25.60571951359192,6.4109224626301975,-5.26057687784276,26.106592135816268,6.525390598632565,-5.360232899388524,19.74401418166821,44.990157958750686,3.461460205561493,5.7452516767619475,1.7556996695461224,320.6289052005762,8.292984740704055,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4544kcm.tif,DSC_4544kcm.tif,DSC_4544,kcm,capture_number,4544,k,c,m,CMY+neutral,full__kcm__DSC_4544kcm,0.5469462169553327
41,kcm_full_041_kmm,kcm,full,cmm,kmm,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#89176b,0.5359477124183006,0.0915032679738562,0.41830065359477125,31.743751639240692,53.2149515234337,-19.734675168000603,"[[0.7083333333333331, 0.07216878364870336], [0.6833333333333338, 0.08660254037844362], [0.6583333333333332, 0.09141379262169061], [0.6333333333333334, 0.07698003589195007], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,5,5,full,1498,7479,3152,1529,1498,1529,1.0,0.65,0.65,8,98.0,4.548155509472206,31,0.020274689339437543,#4a3e4d,0.2901961,0.24313726,0.3019608,27.945165925942113,8.378091446579973,-7.104749043639947,28.045253617513342,8.426373776244038,-7.125167439072473,19.272976589207307,46.73637030064961,2.015920136718761,3.38257782142619,0.9888976652423788,319.70154823190904,10.984984081024388,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4544kcm.tif,DSC_4544kcm.tif,DSC_4544,kcm,capture_number,4544,k,c,m,CMY+neutral,full__kcm__DSC_4544kcm,0.5469462169553327
42,kcm_full_042_kmkmcm,kcm,full,cmcmym,kmkmcm,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.5,0.5833333333333334,0.14433756729740643,#723576,0.4464052287581699,0.2058823529411765,0.4640522875816994,32.66479429550428,37.2344269606164,-25.986391660607655,"[[0.6583333333333332, 0.09141379262169057], [0.6416666666666665, 0.15877132402714716], [0.5583333333333332, 0.20688384645961586], [0.5166666666666666, 0.0866025403784439], [0.55, 0.06735753140545633], [0.6333333333333334, 0.07698003589195007]]",6,5,5,full,3497,14887,6352,3569,3497,3569,1.0,0.65,0.65,8,98.0,16.862624710929584,72,0.020173718128327262,#434355,0.2627451,0.2627451,0.33333334,28.92769632561074,4.474464581403464,-10.487238689508738,30.75885871944828,4.500965299568767,-10.920371029285539,17.676697703872236,36.433566654193406,6.832452413849403,13.966466800188167,4.132370400519351,293.10590813929105,11.401886186985163,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4544kcm.tif,DSC_4544kcm.tif,DSC_4544,kcm,capture_number,4544,k,c,m,CMY+neutral,full__kcm__DSC_4544kcm,0.5469462169553327
43,kcm_full_043_kmmm,kcm,full,cmmm,kmmm,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#971876,0.5931372549019607,0.09313725490196077,0.4607843137254902,35.091445505123374,57.975459492816825,-21.202984000335167,"[[0.7750000000000006, 0.07216878364870336], [0.7083333333333333, 0.07216878364870336], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,5,5,full,1081,5625,2447,1103,1081,1103,1.0,0.65,0.65,8,98.0,8.570944072374903,22,0.019945602901178604,#5e4860,0.36862746,0.28235295,0.3764706,33.83661302550963,13.99594488343936,-10.075756644018375,33.74351459395502,14.013815964054151,-9.96241341567361,16.849572935772677,45.382678396801396,3.7683815078937832,6.117577494091667,1.8791672390125742,324.2496816431967,17.245502170993827,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4544kcm.tif,DSC_4544kcm.tif,DSC_4544,kcm,capture_number,4544,k,c,m,CMY+neutral,full__kcm__DSC_4544kcm,0.5469462169553327
44,kcm_full_044_kmmmm,kcm,full,cmmmm,kmmmm,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#a0187c,0.6274509803921567,0.09411764705882351,0.4862745098039216,37.08540498115857,60.75459110192846,-22.053769184463256,"[[0.8166666666666662, 0.08660254037844367], [0.7750000000000006, 0.07216878364870337], [0.7750000000000006, 0.0], [0.8166666666666663, 0.0]]",6,5,5,full,523,3906,1723,534,523,534,1.0,0.65,0.65,8,98.0,9.982639440437092,11,0.020599250936329586,#745274,0.45490196,0.32156864,0.45490196,39.622968378912105,20.189087203584034,-13.453645461054652,39.01022284042367,20.547692176345134,-13.37320847079064,14.525779287889145,41.544692351516474,5.020437072008939,8.775888510526459,2.5270445042908203,326.3212233692714,24.261076198422792,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4544kcm.tif,DSC_4544kcm.tif,DSC_4544,kcm,capture_number,4544,k,c,m,CMY+neutral,full__kcm__DSC_4544kcm,0.5469462169553327
45,kcm_full_045_kmmmmm,kcm,full,cmmmmm,kmmmmm,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334,0.0,#a61880,0.6503267973856208,0.09477124183006536,0.5032679738562092,38.40834624412449,62.579101598709165,-22.610174152949746,"[[0.8333333333333333, 0.0962250448649377], [0.8166666666666662, 0.0866025403784437], [0.8166666666666663, 0.0], [0.9166666666666666, 0.0], [0.9166666666666666, 0.048112522432468836]]",6,5,5,full,1764,8941,3731,1800,1764,1800,1.0,0.65,0.65,8,98.0,12.625344137625149,36,0.02,#875882,0.5294118,0.34509805,0.50980395,43.88562767040308,27.16915426549882,-15.925533085277433,42.58772779871465,25.899366268001618,-15.365158233027358,12.687314147900713,36.44927170969262,5.837004057525938,11.832126039742112,3.4170288122704364,329.6227770857126,31.49262687602828,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4544kcm.tif,DSC_4544kcm.tif,DSC_4544,kcm,capture_number,4544,k,c,m,CMY+neutral,full__kcm__DSC_4544kcm,0.5469462169553327
46,kcm_full_046_m,kcm,full,m,m,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#c31996,0.7647058823529411,0.09803921568627451,0.5882352941176471,44.94517938493525,71.41561872915153,-25.286338363609783,"[[0.9166666666666667, 0.048112522432468885], [0.9166666666666667, 0.0], [1.0, 0.0], [0.9583333333333334, 0.07216878364870329]]",6,5,5,full,615,4771,2012,626,615,626,1.0,0.65,0.65,8,98.0,1.173838124436197,11,0.01757188498402556,#e874b2,0.9098039,0.45490196,0.69803923,63.94840126385091,51.90663709928556,-12.035238681012617,63.94215959893414,51.88777643646624,-12.125066521240727,19.273346769848555,30.28719942173382,0.3814325858741911,0.7807936427431944,0.24188531831889715,346.94588718690386,53.28363674774715,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4544kcm.tif,DSC_4544kcm.tif,DSC_4544,kcm,capture_number,4544,k,c,m,CMY+neutral,full__kcm__DSC_4544kcm,0.5469462169553327
47,kcm_full_047_kmcm,kcm,full,cmym,kmcm,0.25,0.25,0.5,0.25,0.25,0.5,0.625,0.21650635094610965,#754487,0.4588235294117647,0.2647058823529412,0.5294117647058824,37.12509581566638,33.46197691194275,-29.296765797458278,"[[0.6833333333333332, 0.23094010767585077], [0.6000000000000006, 0.27905263010831916], [0.575, 0.2742413778650722], [0.5499999999999999, 0.23094010767585016], [0.5583333333333332, 0.20688384645961583], [0.6416666666666664, 0.1587713240271472]]",6,5,5,full,2134,10896,4634,2178,2134,2178,1.0,0.65,0.65,8,98.0,11.364431946030546,44,0.020202020202020204,#4f536c,0.30980393,0.3254902,0.42352942,35.76431315135615,4.981397018699527,-14.521324004827157,36.19274581184247,4.91118897135343,-14.609464171118445,15.073615756918155,32.113997581776204,5.899754966929748,9.087450075370802,2.5200504921202955,288.9340259758092,15.351976000211762,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4544kcm.tif,DSC_4544kcm.tif,DSC_4544,kcm,capture_number,4544,k,c,m,CMY+neutral,full__kcm__DSC_4544kcm,0.5469462169553327
