region_index,label,corner_label,condition,local_stack_token,stack_token,f_bottom_left,f_top,f_bottom_right,f_c,f_n,f_m,site_x,site_y,expected_hex,expected_R,expected_G,expected_B,expected_L,expected_a,expected_b,polygon_xy,max_height,max_run,distinct_lte,preset,sample_pixels,raw_region_pixels,core_region_pixels,candidate_mask_pixels,sample_mask_pixels,old_color_mask_pixels,old_color_mask_fraction,sample_core_fraction_requested,sample_core_fraction_used,erosion_px_used,lab_trim_percentile,lab_trim_cutoff_deltaE00,lab_trimmed_pixels,lab_trimmed_fraction,measured_hex,measured_R,measured_G,measured_B,measured_L,measured_a,measured_b,measured_L_mean,measured_a_mean,measured_b_mean,deltaE00_to_expected,deltaE76_to_expected,within_region_deltaE00_median,within_region_deltaE00_p90,within_region_deltaE00_sd,hue_angle_degrees,measured_chroma,source_path,filename,photo_id,filename_label,condition_source,capture_number,bottom_left_anchor,top_anchor,bottom_right_anchor,palette_family,analysis_id,analysis_scale
24,cnm_full_024_cmcncn,cnm,full,cmcycy,cmcncn,0.5,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.28867513459481287,#6c98b8,0.4215686274509804,0.5954248366013072,0.7202614379084968,60.785519707287364,-6.651888056486033,-21.278013471218003,"[[0.31666666666666676, 0.23094010767585027], [0.4000000000000001, 0.2790526301083191], [0.31666666666666676, 0.3752776749732568], [0.2833333333333334, 0.3560326660002692], [0.24999999999999994, 0.279052630108319], [0.24999999999999994, 0.2501851166488378]]",6,5,5,full,3403,15053,6405,3472,3403,3472,1.0,0.65,0.65,8,98.0,7.208451823925591,69,0.019873271889400922,#7a8eac,0.47843137,0.5568628,0.6745098,58.416668611894806,-0.008996203766375999,-18.258415866250832,58.20239972459687,0.9214385303223853,-18.871620882987077,7.210332857879737,7.6718600987632195,2.907451323206379,5.7733503103909944,1.545914727569393,269.9717694859446,18.258418082535034,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
25,cnm_full_025_cccn,cnm,full,cccy,cccn,0.75,0.25,0.0,0.75,0.25,0.0,0.125,0.21650635094610965,#4ebaca,0.3058823529411765,0.7284313725490197,0.7901960784313726,70.084486119623,-25.97462396481376,-17.168556206019183,"[[0.175, 0.15877132402714708], [0.20833333333333334, 0.21650635094610968], [0.14583333333333334, 0.2525907427704613], [0.11249999999999999, 0.1948557158514987]]",6,5,5,full,743,5743,2451,759,743,759,1.0,0.65,0.65,8,98.0,4.53808414737096,16,0.021080368906455864,#719cbf,0.44313726,0.6117647,0.7490196,62.67212428999832,-5.077987782602711,-23.195558116581626,62.52278859624929,-5.176016770022229,-22.826766440420034,15.085559779638865,22.97688542111163,2.222241043376168,3.8229653009575406,1.1094926323586425,257.65157938716084,23.744891582401007,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
26,cnm_full_026_ccccn,cnm,full,ccccy,ccccn,0.8,0.2,0.0,0.8,0.2,0.0,0.1,0.17320508075688773,#4abdcd,0.2901960784313725,0.7396078431372549,0.8047058823529412,70.93511113290782,-26.976647683873644,-17.917879487656663,"[[0.16666666666666669, 0.11547005383792511], [0.175, 0.15877132402714705], [0.11249999999999999, 0.19485571585149866], [0.09166666666666666, 0.15877132402714705]]",6,5,5,full,272,3938,1690,278,272,278,1.0,0.65,0.65,8,98.0,4.831678860144903,6,0.02158273381294964,#74a3cb,0.45294118,0.6392157,0.79607844,65.13002564058681,-4.716891507516224,-25.424699095910984,64.26444012295225,-4.714254169338467,-25.50363577750351,15.218937562441514,24.19810123201632,1.2913720809818856,4.0185324090797945,1.2520537969342609,259.4897559244704,25.858545775261522,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
27,cnm_full_027_cccccn,cnm,full,cccccy,cccccn,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.08333333333333333,0.14433756729740643,#47bfd0,0.2797385620915032,0.7470588235294118,0.8143790849673204,71.50757625687217,-27.60612824279657,-18.404991417899552,"[[0.16666666666666663, 0.0962250448649376], [0.16666666666666663, 0.11547005383792514], [0.09166666666666666, 0.15877132402714705], [0.041666666666666664, 0.07216878364870322], [0.08333333333333333, 0.048112522432468816]]",6,5,5,full,1473,8830,3770,1503,1473,1503,1.0,0.65,0.65,8,98.0,6.043119143515091,30,0.01996007984031936,#75a5d2,0.45882353,0.64705884,0.8235294,66.01500361217532,-3.857134083976199,-27.697816513307515,65.02285498186195,-3.914675660647101,-27.334460487703772,16.004203053820298,26.087155384725264,1.5147995156611036,4.749191648203467,1.590038457896271,262.07210721250055,27.965094724434984,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
28,cnm_full_028_c,cnm,full,c,c,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,#3ac8dc,0.22745098039215686,0.7843137254901961,0.8627450980392157,74.42655654335444,-30.326087604312878,-20.705156122725967,"[[0.08333333333333333, 0.048112522432468816], [0.041666666666666664, 0.07216878364870322], [0.0, 0.0], [0.08333333333333333, 0.0]]",6,5,5,full,623,4749,2042,636,623,636,1.0,0.65,0.65,8,98.0,1.8749032164417887,13,0.020440251572327043,#7face8,0.49803922,0.6745098,0.9098039,69.35601093066421,0.8854126522764294,-34.744147990815335,69.1552955803712,0.8594340553412678,-34.85180897433632,19.66906416676497,34.59713100460392,0.42944309857837043,1.1955456560801845,0.40804970291765746,271.45979779244647,34.75542799581798,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
29,cnm_full_029_cmcn,cnm,full,cmcy,cmcn,0.5,0.25,0.25,0.5,0.25,0.25,0.375,0.21650635094610965,#708eb8,0.44019607843137254,0.5568627450980392,0.7215686274509805,58.28920401802807,0.30062233350253154,-25.272416628076577,"[[0.44166666666666676, 0.20688384645961588], [0.45, 0.23094010767585005], [0.4249999999999999, 0.27424137786507224], [0.4, 0.2790526301083191], [0.31666666666666676, 0.23094010767585027], [0.3583333333333334, 0.1587713240271471]]",6,5,5,full,2152,10836,4640,2195,2152,2195,1.0,0.65,0.65,8,98.0,5.482402503762202,43,0.01958997722095672,#7f8cb2,0.49803922,0.54901963,0.69803923,58.70369282138515,4.456646360905592,-21.800143696618555,58.23746574535724,4.496381776344745,-21.630607597958782,5.359331997256827,5.431483774715342,2.5854644598920373,4.631661068285455,1.2944749971871243,281.5538896863811,22.25102159406149,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
30,cnm_full_030_ccmcn,cnm,full,ccmcy,ccmcn,0.6,0.2,0.2,0.6,0.2,0.2,0.30000000000000004,0.17320508075688773,#659abf,0.3976470588235294,0.6023529411764705,0.7498039215686274,61.2533087088531,-7.070261961154067,-24.830337932177482,"[[0.34166666666666673, 0.09141379262169073], [0.3583333333333334, 0.15877132402714716], [0.31666666666666676, 0.23094010767585027], [0.24999999999999997, 0.2501851166488378], [0.23333333333333336, 0.23094010767585035], [0.31666666666666665, 0.08660254037844387]]",6,5,5,full,2420,12503,5365,2470,2420,2470,1.0,0.65,0.65,8,98.0,5.78339961924468,50,0.020242914979757085,#7c90bc,0.4862745,0.5647059,0.7372549,59.79981079080207,2.1713544781637726,-25.378383727477384,60.171208679940264,2.775656862811359,-25.29814887281418,7.951308559818341,9.371258442866376,2.8181699969162355,4.786849445783174,1.2157560683467141,274.8902719907698,25.47110403749572,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
31,cnm_full_031_cccmcn,cnm,full,cccmcy,cccmcn,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.25,0.14433756729740643,#5ea1c4,0.369281045751634,0.6326797385620915,0.7686274509803921,63.32482599920904,-11.632163716616795,-24.36768810269465,"[[0.22499999999999992, 0.07216878364870322], [0.29166666666666674, 0.0721687836487032], [0.3166666666666667, 0.08660254037844384], [0.23333333333333334, 0.2309401076758503], [0.20833333333333331, 0.21650635094610965], [0.175, 0.1587713240271471], [0.16666666666666666, 0.11547005383792512], [0.16666666666666666, 0.09622504486493762], [0.1833333333333334, 0.0866025403784438]]",6,5,5,full,4110,17148,7329,4193,4110,4193,1.0,0.65,0.65,8,98.0,6.137134914626667,83,0.0197948962556642,#7a96c5,0.47843137,0.5882353,0.77254903,61.52779483734399,0.1680637234296456,-26.798104359670404,61.46551467878252,1.4095763145273954,-27.123323470346033,9.218956552823121,12.181199112390825,3.029701916985287,4.965281638780876,1.36576638317831,270.3593245130412,26.798631358465286,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
32,cnm_full_032_cccccm,cnm,full,cccccm,cccccm,0.8333333333333334,0.0,0.16666666666666666,0.8333333333333334,0.0,0.16666666666666666,0.16666666666666666,0.0,#51abd0,0.31699346405228757,0.6699346405228758,0.8169934640522877,66.03760492781542,-15.722572041625526,-27.095443691372466,"[[0.18333333333333338, 0.08660254037844385], [0.16666666666666669, 0.09622504486493762], [0.08333333333333334, 0.04811252243246881], [0.08333333333333333, 0.0], [0.18333333333333335, 0.0]]",6,5,5,full,1822,8882,3789,1860,1822,1860,1.0,0.65,0.65,8,98.0,7.185573631217656,38,0.02043010752688172,#80a2dd,0.5019608,0.63529414,0.8666667,66.03257049701459,3.1356857236288507,-33.67209658392688,65.34665124669213,4.553750342918651,-34.02206582064832,12.6155420945398,19.972137455851207,1.8402641527086057,6.0583753422581665,1.9113261646297368,275.32027742487736,33.81778545846357,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
33,cnm_full_033_ccccm,cnm,full,ccccm,ccccm,0.8,0.0,0.2,0.8,0.0,0.2,0.2,0.0,#55a5ce,0.33490196078431367,0.6470588235294118,0.807843137254902,64.41427157262386,-12.44504966424509,-28.289394293942706,"[[0.225, 0.07216878364870322], [0.18333333333333338, 0.08660254037844384], [0.18333333333333335, 0.0], [0.22499999999999998, 0.0]]",6,5,5,full,493,3904,1674,504,493,504,1.0,0.65,0.65,8,98.0,6.547272611562902,11,0.021825396825396824,#7fa0db,0.49803922,0.627451,0.85882354,65.40591409659146,4.4775882077,-34.02393469321847,64.48713488630318,5.361027905372053,-34.45750864505088,11.36085328545069,17.895361997770735,1.7776356677702785,5.38047894506429,1.6883235899152718,277.49710690299725,34.31729779813862,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
34,cnm_full_034_cccm,cnm,full,cccm,cccm,0.75,0.0,0.25,0.75,0.0,0.25,0.25,0.0,#5c9ccb,0.36176470588235293,0.6127450980392157,0.7941176470588236,62.02760964894165,-7.296634181354344,-30.004299401504532,"[[0.2916666666666667, 0.07216878364870322], [0.22499999999999998, 0.0721687836487032], [0.22499999999999998, 0.0], [0.29166666666666674, 0.0]]",6,5,5,full,1080,5701,2447,1103,1080,1103,1.0,0.65,0.65,8,98.0,5.538438418709842,23,0.02085222121486854,#8299d6,0.50980395,0.6,0.8392157,63.66157179569152,7.211447753097233,-33.35321806625624,63.523211549832844,7.1780136621915505,-33.58442880458276,10.14019900335211,14.978969588623047,2.6694295413202505,4.478842858379823,1.3269946162168065,282.2003721374749,34.12392319284072,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
35,cnm_full_035_ccm,cnm,full,ccm,ccm,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,#688ec5,0.40653594771241824,0.5555555555555556,0.7712418300653595,58.21165026866812,1.8861516758218455,-32.60539208245304,"[[0.3666666666666667, 0.07698003589195004], [0.3416666666666667, 0.0914137926216907], [0.31666666666666665, 0.08660254037844384], [0.2916666666666667, 0.07216878364870323], [0.2916666666666667, 0.0], [0.3666666666666667, 0.0]]",6,5,5,full,1517,7373,3175,1548,1517,1548,1.0,0.65,0.65,8,98.0,5.421564484706407,31,0.020025839793281652,#8294d2,0.50980395,0.5803922,0.8235294,62.167604281386474,9.467283392940285,-34.03241598929454,61.866566461923945,9.538109141847642,-34.03811083305834,6.229414412988267,8.66945946952512,2.270729568589871,4.05796815705888,1.1919589384903375,285.5457315885487,35.32470513550869,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
36,cnm_full_036_cmcmcn,cnm,full,cmcmcy,cmcmcn,0.5,0.16666666666666666,0.3333333333333333,0.5,0.16666666666666666,0.3333333333333333,0.41666666666666663,0.14433756729740643,#7584b8,0.45882352941176463,0.5183006535947712,0.7228758169934641,55.89036766430988,7.44316866244088,-29.144488009462233,"[[0.44999999999999996, 0.06735753140545633], [0.4833333333333334, 0.08660254037844393], [0.44166666666666676, 0.20688384645961588], [0.3583333333333334, 0.1587713240271471], [0.3416666666666667, 0.09141379262169072], [0.3666666666666667, 0.07698003589195006]]",6,5,5,full,3518,15034,6371,3589,3518,3589,1.0,0.65,0.65,8,98.0,5.093246654019975,71,0.01978266926720535,#8389b8,0.5137255,0.5372549,0.72156864,58.20566167602636,10.335826215296384,-26.694547247941546,58.26169363410237,9.349476772604676,-25.94969708756302,4.153329867757942,4.441876159208263,2.411131969039893,4.260466394684256,1.1547530712953549,291.16583871207513,28.62565556149573,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
37,cnm_full_037_ccmcm,cnm,full,ccmcm,ccmcm,0.6,0.0,0.4,0.6,0.0,0.4,0.4,0.0,#7182c0,0.4423529411764706,0.5098039215686275,0.7529411764705883,55.346614328532084,9.718729906051603,-34.38506179838539,"[[0.44999999999999996, 0.06735753140545633], [0.3666666666666667, 0.07698003589195006], [0.3666666666666667, 0.0], [0.44999999999999996, 0.0]]",6,5,5,full,1417,7097,3009,1446,1417,1446,1.0,0.65,0.65,8,98.0,5.78767814804424,29,0.020055325034578148,#858ccd,0.52156866,0.54901963,0.8039216,60.256946545423986,12.93163239464823,-34.2536665544076,60.4317285648314,12.230555082586488,-33.97492791052996,5.062552363984318,5.869528907128486,2.1089436375900337,4.296713282755825,1.2497606565447774,290.6828001820601,36.61339630259473,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
38,cnm_full_038_cm,cnm,full,cm,cm,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,#7e71b9,0.496078431372549,0.4411764705882353,0.7254901960784315,51.467797581737514,22.037982855022285,-36.3763344153146,"[[0.55, 0.06735753140545635], [0.5166666666666666, 0.08660254037844395], [0.4833333333333334, 0.08660254037844395], [0.44999999999999996, 0.06735753140545636], [0.44999999999999996, 0.0], [0.55, 0.0]]",6,5,5,full,2135,9364,4052,2179,2135,2179,1.0,0.65,0.65,8,98.0,2.9924416236741487,44,0.020192748967416244,#8d86c8,0.5529412,0.5254902,0.78431374,58.79125676816392,17.84171139154256,-33.6117597797126,58.89856222860266,17.81486002717512,-33.61068953583045,7.180694435150755,8.881701501755252,1.100368511121726,2.2930808070385633,0.7162983553230502,297.960146292338,38.053607724737546,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
39,cnm_full_039_cmcmn,cnm,full,cmcmy,cmcmn,0.4,0.2,0.4,0.4,0.2,0.4,0.5,0.17320508075688773,#8177b1,0.5050980392156863,0.4650980392156862,0.6949019607843138,52.87503774497441,17.060106978989186,-29.66229092455588,"[[0.5166666666666666, 0.08660254037844392], [0.5583333333333332, 0.20688384645961583], [0.5499999999999999, 0.23094010767585013], [0.45000000000000007, 0.23094010767585016], [0.44166666666666676, 0.20688384645961586], [0.4833333333333334, 0.08660254037844392]]",6,5,5,full,3123,13685,5848,3186,3123,3186,1.0,0.65,0.65,8,98.0,6.497336799945484,63,0.01977401129943503,#8683b2,0.5254902,0.5137255,0.69803923,56.55806911260156,12.039732553285498,-24.51480738439047,56.79203867569159,11.57181630285217,-24.25014548418773,4.499319728742531,8.078704489301424,2.8499922597113483,5.51288390236281,1.4455250882432122,296.156616278897,27.31173632430586,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
40,cnm_full_040_cmcmm,cnm,full,cmcmm,cmcmm,0.4,0.0,0.6,0.4,0.0,0.6,0.6,0.0,#8c5fb2,0.5498039215686275,0.37254901960784315,0.6980392156862746,48.249788201706025,34.528231343394225,-37.28959296890542,"[[0.6333333333333333, 0.07698003589195006], [0.55, 0.06735753140545635], [0.55, 0.0], [0.6333333333333334, 0.0]]",6,5,5,full,1437,7133,3032,1466,1437,1466,1.0,0.65,0.65,8,98.0,7.763611105641778,29,0.019781718963165076,#9482c4,0.5803922,0.50980395,0.76862746,58.28446094028462,20.25727055105808,-32.3226227736642,57.86458057129311,22.095820312166236,-32.47405363893715,11.729289778264464,18.139067556718082,2.5031659104479624,6.396349366253411,2.0703856905065767,302.07624127755554,38.145890383465435,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
41,cnm_full_041_cmm,cnm,full,cmm,cmm,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,#9553ad,0.5856209150326798,0.32679738562091504,0.6797385620915034,46.564317820141355,42.571600369637416,-37.144930571146006,"[[0.7083333333333331, 0.07216878364870336], [0.6833333333333338, 0.08660254037844362], [0.6583333333333332, 0.09141379262169061], [0.6333333333333334, 0.07698003589195007], [0.6333333333333334, 0.0], [0.7083333333333333, 0.0]]",6,5,5,full,1498,7419,3152,1529,1498,1529,1.0,0.65,0.65,8,98.0,7.069747936411097,31,0.020274689339437543,#9c7abf,0.6117647,0.47843137,0.7490196,56.87310927507339,27.183933049095582,-31.75434110199633,57.236955570277146,26.800398195667054,-31.60713275982195,11.877179690857364,19.290151416042804,2.5035184212657517,5.060919318681325,1.6170759765794696,310.5658341251728,41.800770266104486,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
42,cnm_full_042_cmcmnm,cnm,full,cmcmym,cmcmnm,0.3333333333333333,0.16666666666666666,0.5,0.3333333333333333,0.16666666666666666,0.5,0.5833333333333334,0.14433756729740643,#8c67ad,0.5483660130718954,0.40392156862745093,0.6771241830065359,49.81708235779881,28.543827965244017,-31.721842824705227,"[[0.6583333333333332, 0.09141379262169057], [0.6416666666666665, 0.15877132402714716], [0.5583333333333332, 0.20688384645961586], [0.5166666666666666, 0.0866025403784439], [0.55, 0.06735753140545633], [0.6333333333333334, 0.07698003589195007]]",6,5,5,full,3522,14956,6389,3593,3522,3593,1.0,0.65,0.65,8,98.0,6.756324203262916,71,0.019760645699972167,#907fb4,0.5647059,0.49803922,0.7058824,56.352329970529084,17.451558000228907,-25.400832813787556,56.073755472147525,17.55882241077468,-24.68836765191821,8.243307669710637,14.342352732191273,2.70612508665453,5.488514860468757,1.5359974578042528,304.4908824216967,30.818163220239782,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
43,cnm_full_043_cmmm,cnm,full,cmmm,cmmm,0.25,0.0,0.75,0.25,0.0,0.75,0.75,0.0,#a145a8,0.6303921568627451,0.2696078431372549,0.6568627450980393,45.06263653556892,51.86511691404066,-35.97102947994762,"[[0.7750000000000006, 0.07216878364870336], [0.7083333333333333, 0.07216878364870336], [0.7083333333333331, 0.0], [0.7750000000000006, 0.0]]",6,5,5,full,1082,5701,2449,1104,1082,1104,1.0,0.65,0.65,8,98.0,7.909088787303569,22,0.019927536231884056,#aa72bc,0.6666667,0.44705883,0.7372549,56.10820574067734,34.77862929966308,-29.826261886180518,56.922570606719944,34.01814632649775,-29.711312264620243,12.437162174012053,21.253489756802956,2.6354603989731733,6.233702568382421,1.8240924581996272,319.38350579297514,45.816579467114394,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
44,cnm_full_044_cmmmm,cnm,full,cmmmm,cmmmm,0.2,0.0,0.8,0.2,0.0,0.8,0.8,0.0,#a83ca4,0.6572549019607843,0.23529411764705882,0.6431372549019609,44.510929531904225,56.86520806107603,-34.69393627011521,"[[0.8166666666666662, 0.08660254037844367], [0.7750000000000006, 0.07216878364870337], [0.7750000000000006, 0.0], [0.8166666666666663, 0.0]]",6,5,5,full,485,3913,1667,495,485,495,1.0,0.65,0.65,8,98.0,8.695541186592935,10,0.020202020202020204,#b16eb9,0.69411767,0.43137255,0.7254902,56.202539516410425,40.32485573826039,-28.540575851451734,56.69522778190507,38.453675311209814,-28.52645880499311,12.756667667246564,21.169337340470822,3.110367015565406,6.647601473033122,2.0188826638343476,324.7104245797647,49.40302076031365,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
45,cnm_full_045_cmmmmm,cnm,full,cmmmmm,cmmmmm,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334,0.0,#ac36a2,0.6751633986928104,0.2124183006535948,0.6339869281045752,44.29329499365149,59.912836127730685,-33.59685277421012,"[[0.8333333333333333, 0.0962250448649377], [0.8166666666666662, 0.0866025403784437], [0.8166666666666663, 0.0], [0.9166666666666666, 0.0], [0.9166666666666666, 0.048112522432468836]]",6,5,5,full,1818,8928,3803,1856,1818,1856,1.0,0.65,0.65,8,98.0,7.83789088171751,38,0.020474137931034482,#b76cb7,0.7176471,0.42352942,0.7176471,56.68305402864538,42.21637366134484,-26.30074144781306,57.14542637370214,40.758243117219536,-26.31168021236426,13.472823610329128,22.80140682625954,2.6141029370141293,6.479256120573893,1.8177474310897626,328.07715181120255,49.73882996029362,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
46,cnm_full_046_m,cnm,full,m,m,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,#c31996,0.7647058823529411,0.09803921568627451,0.5882352941176471,44.94517938493525,71.41561872915153,-25.286338363609783,"[[0.9166666666666667, 0.048112522432468885], [0.9166666666666667, 0.0], [1.0, 0.0], [0.9583333333333334, 0.07216878364870329]]",6,5,5,full,636,4716,2037,649,636,649,1.0,0.65,0.65,8,98.0,2.319233233318451,13,0.020030816640986132,#e567ac,0.8980392,0.40392157,0.6745098,61.115244499202134,56.29000445562979,-13.098351236494764,61.04581899147125,56.38887059501737,-13.14712080261114,16.67005169217992,25.274537447037815,0.6410445344959883,1.4898610400128973,0.49890908828942643,346.9007175522588,57.793869975365084,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
47,cnm_full_047_cmnm,cnm,full,cmym,cmnm,0.25,0.25,0.5,0.25,0.25,0.5,0.625,0.21650635094610965,#9362a7,0.5745098039215686,0.38529411764705884,0.6529411764705882,49.144017858132514,31.96368760812024,-29.112840245830938,"[[0.6833333333333332, 0.23094010767585077], [0.6000000000000006, 0.27905263010831916], [0.575, 0.2742413778650722], [0.5499999999999999, 0.23094010767585016], [0.5583333333333332, 0.20688384645961583], [0.6416666666666664, 0.1587713240271472]]",6,5,5,full,2148,10933,4653,2192,2148,2192,1.0,0.65,0.65,8,98.0,6.367493724413432,44,0.020072992700729927,#9079a4,0.5647059,0.4745098,0.6431373,54.495878206832884,17.554912191921012,-20.60243556670187,54.536217458972395,17.39351216331469,-20.04549144493778,8.606627377739064,17.569354171084388,2.731661259706889,4.436153036556497,1.2874606049338768,310.43363506008643,27.06723652954175,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
48,cnm_full_048_cmmnm,cnm,full,cmmym,cmmnm,0.2,0.2,0.6,0.2,0.2,0.6,0.7,0.17320508075688773,#9c54a3,0.6125490196078431,0.32784313725490194,0.6400000000000001,46.99970774817649,42.34273197354682,-30.428295038359508,"[[0.766666666666667, 0.23094010767584996], [0.7499999999999998, 0.25018511664883825], [0.6833333333333333, 0.23094010767585071], [0.6416666666666665, 0.15877132402714722], [0.6583333333333332, 0.0914137926216906], [0.6833333333333339, 0.08660254037844359]]",6,5,5,full,2373,12574,5298,2422,2373,2422,1.0,0.65,0.65,8,98.0,10.52089664825771,49,0.02023121387283237,#9972a4,0.6,0.44705883,0.6431373,53.418522866754046,23.33215364153174,-22.039956228734468,54.38939061095776,23.143918766937286,-21.397524090117805,9.939862097501132,21.747816074935493,3.55279448351488,7.344704151825826,2.0884265255673453,316.6313424808766,32.09593532079373,LayerLoomPhotos100NCZ_5/centered_4x3_tif/DSC_4539cnm.tif,DSC_4539cnm.tif,DSC_4539,cnm,capture_number,4539,c,n,m,CMY+neutral,full__cnm__DSC_4539cnm,0.5438066465256798
